,Mood,Valence,Arousal,Activity,Screen,Calls,SMS,Communication,Entertainment,Finance,Games,Office,Social,Travel,Utilities,Weather
0,0.5975369864523554,0.2897165290761967,0.4904243780851337,0.04410854264550226,5606.08331590241,2.4493049244524525,0.9190898326151139,3186.893172601695,1181.9078000346199,257.7514559921994,67.77859974611222,39.519835116714894,1455.772989516843,310.8430075618961,209.67423672658816,4.384848486537115
1,0.8526856632080766,0.5127768022372738,0.5818435126592117,0.10494281292463617,3236.828111192915,5.1682000244919735,1.5301841113520118,1288.2212658180563,482.35997434069503,0.0,0.0,0.0,601.043963465146,279.9070448209565,16.43342253055695,0.0
2,0.4146434961651111,0.27210345408292214,0.6384491546492015,0.04055047125043376,1902.5926507865347,2.4444947432076716,0.9796480368699009,1271.5551591675169,1862.407119536467,96.538072901351,0.0,232.84497839592,6.816109129813999,93.36390859273237,8.859849019189031,7.865193263543096
3,0.85271086436341,0.5280809660877727,0.6664319629576096,0.039842349042068015,2509.162043228547,2.251853395899727,1.7282442109516203,1902.7323229369404,695.3110332826889,0.0,0.0,2.8745087470463284,515.0406304535436,0.6842383911059774,75.2185178209826,0.0
4,0.5131168374638361,0.32705486298466874,0.4589111583990468,0.07353349377779757,3043.90476458824,2.0264912204760885,1.0217390162286801,1569.271839408449,1137.3479076236883,0.0,444.13790009508546,96.74791346540316,1057.5568173189151,216.45284417040764,0.0,6.425130412511311
5,1.1572186883180693,0.5879249472800583,0.6682345567534697,0.04521113403178438,4028.1466072555186,3.0103265557447787,2.8792239502260943,2232.424920217853,1475.6623434429155,0.0,2.008849624055014,0.0,728.0618630965527,199.6212702739135,51.96161895530775,0.0
6,0.5480597404759223,0.29972877186937213,0.5342074246505192,0.049574151076082776,1184.4381326037992,0.4342874844463309,3.113697040687527,1939.8929583867875,482.5689106719168,0.0,0.0,29.602279657663882,1154.4616017336473,214.78320855357964,29.184831149753023,0.0
7,0.6755528786641765,0.36184751952888106,0.45691796125172157,0.04040464592508271,3200.894687823981,2.525858704048315,0.5465132647815886,1303.7335181674184,5664.61247023746,50.18882505757839,27.884285872081,10.713037000633275,176.24225197145475,290.37220699833773,18.77126636352378,16.22883963074369
8,0.5186498052289324,0.4040916220338538,0.39753478890263727,0.052210144563009854,3734.8817826669683,2.204316785891708,1.4321871469173855,853.2536280090321,1056.5912991085202,83.24690476602917,92.93750870068972,162.60780746773693,1320.418000053163,401.49862996619515,9.477180629497182,15.140846347197993
9,0.9011547163455453,0.45904152004315635,0.8997510962067191,0.11355618168695727,3611.5985880999465,1.112087700248406,1.4685500922483055,3830.587899346657,572.6574707810203,0.0,0.0,42.61829153624225,678.3179115254738,402.1083726449763,44.250995558505046,0.0
10,0.6179436372704028,0.35019589821384756,0.6078565955268036,0.04484527075554147,4257.004212247971,1.4819854897182825,0.48265364958171136,2424.694535796485,145.84549116982734,158.90352800448028,25.290699093989215,12.41621692300982,521.4411992262663,220.518094097675,1.8082136730762766,0.0
11,0.3463791454413706,0.3802838338750457,0.6343934870557333,0.09025325316326338,1055.5604726258598,4.10925180698666,2.1746853101879147,870.9834420078091,73.07463696643676,12.913130953650077,0.0,52.30469070814502,71.6880594124017,32.40907373797327,6.796089963700505,0.0
12,0.5947366481971937,0.29101560690431766,0.6647453624500564,0.08297256783459639,1393.0722221190297,2.3423599325039235,2.797420364864246,287.4913821969504,589.4972369441911,32.31183637878626,22.17522881241311,0.0,77.68228569192021,17.75263465247645,3.123155566648134,0.8872374636131708
13,0.35646562774575097,0.24287391982200396,0.400377160622705,0.065441875527931,3257.8212417701416,1.8265858360138814,0.8017837257372732,1996.3202311242437,1035.3718456908182,8.442996856470298,781.7380836913544,175.01416057799483,772.0413402029129,1747.2248246412853,22.36152353692696,0.0
14,0.5912079880280463,0.2740091178033342,0.5742011793169033,0.04591082545747878,1407.984059836159,3.4160883676142975,0.5917677212528782,1568.2980635577014,117.52643349705345,0.0,61.72152781600112,0.0,4369.820690253606,51.31130218476727,7.785291774960429,0.0
15,0.3745735129904037,0.3312542677003949,0.41709152927814747,0.06568499789495418,1047.8884161794265,1.182718477420195,1.2666277503095504,520.8402049360506,81.95369486296065,12.900084972295335,250.1468434136688,0.0,285.39293848295495,13.482983396666514,12.789598384561897,0.0
16,0.5683841012220742,0.3532789954868567,0.4305860416345299,0.07507999249276236,5873.47587573288,1.1883723308980993,0.49188015623720205,2078.7000195687588,2301.008558941156,0.0,2098.053573066634,1182.9923720828858,4222.9758366909755,244.94248894824895,27.72324805848978,0.0
17,0.5304948570800944,0.3069085728965556,0.6612030941249751,0.05854431185150148,2185.021387743119,4.095310763291827,1.6010327245637324,1435.3932034183497,89.17378812037124,0.0,0.0,59.85831368789423,293.65425904941753,87.64679958831758,14.913331610485217,0.0
18,0.5648391008743492,0.40758434709885505,0.5457639905062749,0.04099717935258911,3392.1937340104014,4.201190307520001,3.493645024262705,2221.756116077125,572.6821825426783,34.3717081200513,416.75741548878284,106.89241015455681,1312.692670806095,281.98243636604195,0.7401011499938521,22.49179237719593
19,0.6504203292266318,0.41408484997132955,0.38782286471334265,0.04748390241469132,3679.2296158861145,1.8912359335633893,1.217927645989306,1596.8162368551123,173.45600883444197,0.0,0.0,16.007059209570972,1791.2841363103278,40.852217958053934,9.243952841952808,34.37307409317409
